date,region,total_orders,revenue,gross_margin,net_profit,marketing_spend,r_and_d_spend,operational_costs,customer_satisfaction,active_customers,new_customers,repeat_customers,refunds,support_tickets,avg_resolution_hours,employee_count,avg_salary,inventory_turnover,delivery_delay_days,co2_emissions_tons,energy_consumption_mwh,governance_score,environmental_score,social_score
2014-07-03,Latin America,6211,242432,0.335,190694,65197,29896,232437,4.07,53970,1002,10263,361,1213,4.0,703,5886,5.61,0.61,5273,2002,80.3,64.0,91.6
2014-07-04,Europe,6039,538721,0.378,82760,82092,17947,184902,3.64,60251,2627,7156,187,970,27.6,578,4765,2.11,2.94,1596,2282,92.6,60.2,63.0
2014-07-05,Asia-Pacific,2263,467453,0.273,129866,60315,33734,376292,3.58,24787,3495,10219,315,1611,23.7,627,5540,2.02,2.02,4983,515,83.4,62.4,81.9
2014-07-06,North America,2229,477124,0.435,84989,54301,36739,156138,3.83,56331,4012,8777,361,308,10.1,1009,7955,6.78,2.7,4059,1856,84.8,89.4,88.6
2014-07-07,North America,4633,600617,0.335,109870,47521,41361,291821,3.48,60629,1756,4829,132,1801,9.8,446,5022,5.38,0.7,4965,1857,63.4,84.0,69.8
2014-07-08,Asia-Pacific,7579,528922,0.399,152492,22608,47997,409421,4.33,22802,1597,4648,57,1872,13.1,848,4183,5.55,2.37,1913,2916,63.7,60.7,76.9
2014-07-09,Europe,6368,636305,0.417,78539,88885,14371,229365,4.24,31325,1674,14475,191,779,32.3,351,5647,6.55,1.87,4904,998,64.8,91.1,78.8
2014-07-10,Europe,6956,374583,0.298,62109,77009,17985,115630,4.28,45822,3622,8447,399,1075,7.7,529,6591,3.02,1.28,4372,1485,80.4,90.5,92.7
2014-07-11,Europe,5417,286654,0.453,60893,52908,28239,308021,3.58,28624,1301,12933,315,1731,6.6,511,7191,8.99,0.8,953,3010,86.0,65.1,71.7
2014-07-12,Latin America,5002,709945,0.392,180268,90938,21432,354865,3.62,49905,3667,4060,250,367,21.3,888,7975,2.57,1.15,5611,1432,87.7,56.9,85.0
2014-07-13,North America,6421,330792,0.349,76231,81258,41678,140526,4.54,57396,610,14743,265,1631,34.9,660,6718,3.88,1.7,3382,1046,67.4,82.7,58.4
2014-07-14,North America,4719,703544,0.292,57446,21091,18767,293570,4.37,43064,1369,8311,347,601,10.5,395,4023,6.86,2.25,4762,2010,85.3,78.3,76.4
2014-07-15,North America,6984,578807,0.467,163776,24037,36366,297517,4.69,63944,545,14360,222,572,6.0,1017,5524,5.61,1.42,3324,2228,71.3,70.0,70.5
2014-07-16,Latin America,8193,710799,0.424,60684,52498,24389,336324,3.89,37340,1275,12369,396,832,20.7,1169,5061,2.68,1.3,5012,1248,79.5,56.9,60.3
2014-07-17,North America,6200,721667,0.298,66679,54859,52301,411520,4.13,32833,2090,7362,306,859,29.8,378,5220,7.42,0.22,5058,1548,77.9,60.2,50.6
2014-07-18,Latin America,7423,309227,0.328,158407,70620,18163,362742,4.46,62835,2511,10521,229,1063,25.5,562,3935,8.79,2.86,3733,610,62.6,79.0,76.6
2014-07-19,Europe,3384,338382,0.436,63086,42497,49336,239438,4.86,43470,1212,4063,37,1776,17.9,870,5733,5.31,2.36,2160,417,89.4,81.9,86.4
2014-07-20,Asia-Pacific,6437,602195,0.41,162766,87764,38685,131173,4.88,28173,1030,9634,225,816,3.5,1208,3314,3.77,2.99,4321,1544,85.7,63.3,86.3
2014-07-21,North America,7163,462374,0.426,94845,79463,19683,167683,4.9,60163,2655,9235,255,777,13.4,355,6928,2.75,2.78,2970,1351,83.7,72.9,67.5
2014-07-22,North America,7471,463121,0.351,189974,51937,40050,332745,4.71,52245,2231,14896,208,817,36.9,873,6648,3.44,2.62,3378,1949,71.9,90.0,58.1
2014-07-23,Europe,2855,380751,0.415,107696,85147,33072,183039,4.29,47453,707,7101,200,1041,10.5,691,4064,4.18,0.36,5247,1000,94.7,64.6,92.4
2014-07-24,Asia-Pacific,7262,607883,0.339,131754,57722,18754,357018,3.21,55102,3295,11155,138,1267,25.3,551,6168,3.32,1.92,5274,1928,62.2,90.0,67.2
2014-07-25,Latin America,2861,254422,0.299,122583,78327,51553,408608,4.39,22626,1548,12302,170,1243,36.5,1017,5830,6.79,0.83,1187,2038,70.6,66.5,65.7
2014-07-26,Asia-Pacific,2233,510547,0.396,119457,85251,32668,291863,3.61,24140,3525,9322,42,345,20.5,985,5390,2.16,2.67,1352,1610,64.6,89.3,77.7
2014-07-27,Europe,3818,566662,0.474,129606,71787,38492,241045,3.3,26238,3489,12238,20,1932,19.0,539,4702,4.86,2.5,4904,1970,68.2,78.1,69.8
2014-07-28,Europe,5688,663568,0.321,195053,83875,40006,337163,4.39,61801,1872,14048,224,1323,7.4,653,3461,4.62,0.68,4645,1516,75.6,85.1,65.5
2014-07-29,Asia-Pacific,6668,275178,0.356,64274,18951,46740,337947,4.49,60115,1844,14918,251,923,39.3,491,6037,8.15,2.4,5167,1973,81.5,68.6,64.6
2014-07-30,Latin America,8359,636185,0.405,69547,51320,20258,121594,4.32,46401,2023,7410,293,1780,8.7,1098,7289,3.91,2.96,5497,1468,63.4,60.6,67.7
2014-07-31,Latin America,2295,721310,0.375,105142,29194,36005,388107,3.82,49586,3609,9704,255,746,20.3,364,5380,6.08,1.2,5778,2405,80.3,60.9,80.8
2014-08-01,North America,3834,356616,0.444,90629,43954,39438,408727,4.07,57506,2850,7933,199,942,8.5,1065,7747,2.03,1.22,4060,902,87.2,61.6,50.5
2014-08-02,Latin America,8731,459979,0.425,127733,71387,48490,376732,4.79,43502,3402,6186,312,970,15.2,723,5316,8.42,0.27,5144,2545,92.2,63.0,59.1
2014-08-03,Asia-Pacific,5748,288418,0.263,118437,37969,32619,390400,4.44,62610,3810,11799,339,678,35.6,700,7610,6.46,2.24,4041,1853,67.3,90.3,61.5
2014-08-04,Europe,8171,328739,0.48,180641,32950,20134,189794,4.06,65072,3122,9372,81,914,26.4,615,6612,7.56,2.52,5271,2705,91.2,74.6,95.0
2014-08-05,North America,4512,359141,0.423,164469,58151,39964,171597,4.21,33644,3741,12468,254,946,2.4,777,6442,5.99,0.33,3538,1516,90.5,63.8,89.8
2014-08-06,North America,8987,493121,0.449,122463,31522,26695,249654,4.78,49414,2845,8806,92,315,38.7,453,6197,7.71,2.85,2233,451,69.9,80.1,69.0
2014-08-07,Europe,7550,455084,0.4,56186,51861,15130,281617,3.87,64187,1136,9890,123,1831,31.8,1056,3883,2.59,0.41,4379,2766,84.1,58.3,81.6
2014-08-08,Latin America,3219,544320,0.447,132224,65970,42866,327876,3.37,63808,1979,13375,273,903,39.9,744,4713,6.97,1.79,4603,2824,84.3,62.4,60.6
2014-08-09,Europe,8221,467087,0.276,167531,63202,34639,140451,3.75,21063,641,9637,78,1701,31.0,995,4375,3.04,2.8,3044,655,93.2,77.1,92.3
2014-08-10,Latin America,5946,419626,0.33,126586,65226,31605,299923,3.91,23731,3730,12773,343,954,31.1,704,5779,6.04,2.8,4615,592,68.1,74.4,91.8
2014-08-11,Europe,8865,712866,0.452,144263,76897,16673,385507,3.66,60536,1770,10295,310,1074,28.6,662,6192,8.9,0.57,4520,2774,63.2,63.9,57.3
2014-08-12,Asia-Pacific,3151,365272,0.296,160279,28471,37999,314510,4.1,50943,2886,6481,170,654,18.1,1225,5103,3.26,2.92,979,1292,79.6,56.9,91.8
2014-08-13,Latin America,4735,374192,0.268,65731,57376,25106,351257,3.72,27730,1418,5391,116,1947,14.0,851,3722,3.79,0.96,1399,2646,69.0,79.1,68.5
2014-08-14,Asia-Pacific,3904,485892,0.431,180645,20474,44406,403751,3.38,50448,4205,7235,303,778,22.0,564,5566,3.48,1.16,3116,2595,68.3,90.4,72.2
2014-08-15,North America,5961,384074,0.442,114632,37608,41227,192258,3.52,51369,567,5158,149,1715,8.8,730,5979,4.89,2.09,4464,3099,92.3,85.8,81.2
2014-08-16,Europe,2562,414909,0.287,71814,70863,20273,410534,4.76,53246,1988,14918,332,1507,29.5,1190,6328,5.42,0.51,5562,2160,85.3,63.1,71.5
2014-08-17,North America,3680,343853,0.446,128893,43197,32241,180162,4.27,45350,3694,14874,369,1787,39.9,406,4193,3.12,1.7,2125,925,83.4,82.9,75.8
2014-08-18,North America,8539,451202,0.408,136534,39821,30734,224692,3.73,60100,3057,4845,159,909,24.8,448,7259,2.19,2.48,1214,2576,93.3,64.3,70.1
2014-08-19,North America,4533,317445,0.37,57235,48130,33801,129914,3.82,32593,2844,4658,335,684,34.5,665,6960,4.39,1.59,3472,3057,62.4,85.6,53.0
2014-08-20,North America,4607,405729,0.441,101959,85088,48406,199109,4.04,47782,2374,11198,108,1982,8.5,537,7847,4.67,0.37,3667,1923,80.5,85.2,74.8
2014-08-21,Europe,3449,532998,0.346,133702,69338,27393,385142,4.34,47904,2542,3331,176,1017,33.4,775,7286,4.68,2.45,5226,801,77.1,63.8,52.2
2014-08-22,North America,5057,690040,0.295,93953,45175,12976,128860,4.19,59769,3757,5895,153,830,36.5,1020,6657,6.65,0.87,1502,1821,70.6,55.8,54.5
2014-08-23,Europe,8837,346740,0.316,94875,79900,35974,314181,4.79,48712,2865,13410,168,1410,33.9,1018,5890,5.14,2.46,2909,608,80.5,75.9,80.9
2014-08-24,Europe,5881,358574,0.366,56527,61523,45949,193104,4.26,30202,415,7764,309,491,25.8,857,6941,2.76,2.83,5419,1756,88.0,80.2,71.1
2014-08-25,Asia-Pacific,7383,622832,0.372,76127,60995,41115,335115,4.75,45896,3067,5663,311,941,37.2,965,4877,8.53,2.31,5213,954,79.6,65.9,74.3
2014-08-26,Latin America,2783,333217,0.435,141590,25608,16093,399628,3.21,27924,588,5985,394,1527,38.5,706,7648,6.9,0.29,1543,915,66.1,71.7,57.6
2014-08-27,Latin America,5551,266421,0.432,89378,77771,48039,273414,4.71,55854,3079,9269,387,322,33.0,425,3650,3.49,2.05,4703,2274,79.7,73.4,80.8
2014-08-28,Europe,6502,297538,0.384,80084,66402,35300,141325,4.43,52844,969,3769,53,995,22.8,1190,7357,8.55,0.96,1308,1764,66.9,84.1,53.2
2014-08-29,Asia-Pacific,2727,619475,0.43,152625,68330,44339,224398,3.49,56058,923,13741,349,1942,33.7,374,3946,8.94,0.76,5429,2225,65.3,62.8,61.4
2014-08-30,Europe,7126,590552,0.294,98171,24162,37352,151233,3.65,43295,2606,9364,96,1824,16.1,553,3191,3.38,2.33,5053,1167,79.1,58.7,90.6
2014-08-31,Europe,6078,719699,0.262,189113,25420,35775,250892,4.12,45123,1752,6848,93,1917,15.2,525,6792,4.66,1.01,5004,1247,63.7,65.8,51.2
2014-09-01,Europe,6595,606585,0.451,172393,81695,42312,257193,3.41,61185,1396,7790,105,1803,15.2,1007,7447,2.48,0.6,4914,1684,73.2,74.9,83.6
2014-09-02,Asia-Pacific,7066,380387,0.267,162217,66082,27526,339572,4.54,30855,3390,14453,311,1148,9.6,801,5810,5.38,0.68,1860,452,82.7,60.6,57.1
2014-09-03,Latin America,6307,508375,0.307,91860,51979,28567,201506,4.54,20443,501,11847,249,458,25.7,704,4070,7.51,2.1,1567,2461,80.4,64.2,87.5
2014-09-04,Asia-Pacific,5837,729825,0.41,138713,72856,22752,156133,3.71,32507,2668,7381,226,1637,27.1,847,5857,8.33,1.48,2038,896,76.9,74.8,77.4
2014-09-05,North America,5063,333948,0.344,152541,91710,27785,239910,3.32,37878,962,8755,248,1314,34.7,498,6532,5.82,0.78,3465,1616,68.5,83.9,51.5
2014-09-06,Asia-Pacific,6712,474725,0.452,166041,32165,48786,214079,4.88,56366,3507,4689,81,567,28.4,619,5850,4.28,0.42,5040,697,70.5,56.1,50.4
2014-09-07,Asia-Pacific,4180,620097,0.319,110824,31244,38563,216142,3.63,29358,1808,12906,190,932,31.6,1217,3152,6.02,2.82,4563,945,67.7,77.8,75.9
2014-09-08,Asia-Pacific,3332,292454,0.253,118504,93719,34250,191653,3.31,52978,3388,7604,182,974,28.2,740,4650,2.81,2.99,5016,1372,78.4,70.4,85.7
2014-09-09,Asia-Pacific,8878,614412,0.319,156230,73386,41212,300394,3.76,45411,2711,10401,201,1327,28.5,386,6970,7.85,1.3,1392,1090,91.1,77.5,82.1
2014-09-10,Latin America,4560,545534,0.383,119653,61629,19876,318449,4.85,24611,2786,8414,103,1095,14.9,656,4330,5.64,0.9,1670,1167,89.5,80.6,63.3
2014-09-11,North America,2462,256616,0.336,78783,53685,27293,258736,4.55,26126,2291,13406,396,1553,38.7,435,5353,8.88,0.32,5339,799,88.0,56.5,82.6
2014-09-12,Latin America,4687,359066,0.373,168399,39695,34440,371463,4.02,23124,2717,6398,161,1808,26.3,913,6139,4.81,1.06,5408,536,69.9,76.5,62.5
2014-09-13,Latin America,2274,499018,0.452,79833,37461,38424,234086,3.72,30178,3920,10037,168,1653,24.3,1197,3284,6.57,1.83,4470,889,76.5,92.8,72.3
2014-09-14,Asia-Pacific,5888,678311,0.46,107859,31577,14454,260123,3.92,22174,3332,12145,336,1529,34.2,649,5590,4.38,1.67,1686,1022,73.7,71.9,60.0
2014-09-15,Europe,5801,511932,0.311,65768,57280,22587,218750,3.23,53985,2477,11213,305,1328,18.0,1052,7119,3.03,1.35,851,805,78.4,91.5,55.2
2014-09-16,Europe,4664,595031,0.356,178415,40148,30314,153823,4.42,34484,2372,13051,339,1476,5.7,837,6082,7.28,1.21,2292,1440,75.6,93.9,93.2
2014-09-17,Latin America,4649,319080,0.376,80417,35988,27529,171787,3.37,26070,1665,3291,24,1748,11.1,650,6357,6.71,2.94,4989,2603,76.0,79.8,79.2
2014-09-18,Latin America,4848,427458,0.468,89157,26270,37189,388582,4.08,39539,3475,9632,128,1304,32.7,759,6056,7.46,1.6,1741,2846,62.4,75.7,60.1
2014-09-19,Asia-Pacific,4883,323033,0.48,101204,56277,39469,318936,4.16,59188,1511,4700,30,1340,29.8,720,7882,8.86,0.22,3110,1917,67.0,85.9,55.5
2014-09-20,Latin America,8414,727674,0.304,138787,38959,36527,247513,3.2,49773,2971,14015,30,511,6.5,673,6747,8.95,2.16,5080,2010,73.2,86.6,61.6
2014-09-21,Asia-Pacific,8078,269864,0.417,72012,30295,48415,400613,4.87,34976,1584,11536,325,1612,4.6,557,7869,8.5,1.83,3557,2377,68.2,79.9,66.7
2014-09-22,Europe,4427,651346,0.337,124548,64772,29064,252974,3.71,61034,3303,4929,230,1972,25.6,402,7838,8.26,0.64,1372,2508,90.6,55.0,88.9
2014-09-23,Europe,5495,366442,0.252,175613,71772,31378,116024,3.33,53355,3106,7180,115,477,37.7,983,7475,4.11,2.18,5434,2776,91.6,81.1,80.7
2014-09-24,North America,2820,603826,0.252,59335,25802,37106,324035,4.65,48584,3381,3402,242,1994,8.6,1048,6501,5.28,0.26,2189,2529,84.2,90.2,66.2
2014-09-25,Europe,8349,360222,0.356,92278,35177,41757,381580,3.46,62536,3730,8601,74,473,22.9,957,3239,2.33,2.23,2568,805,93.4,57.7,64.7
2014-09-26,Latin America,4963,717713,0.362,65384,50093,16541,167317,3.24,53508,2556,6069,158,1054,32.9,624,3145,6.79,0.62,2746,1436,63.8,67.0,60.7
2014-09-27,Europe,5212,457640,0.255,191029,41679,12454,374115,4.04,51707,3673,3516,192,922,22.1,997,4315,5.82,2.96,3462,3073,72.1,89.3,55.1
2014-09-28,Asia-Pacific,6873,632053,0.408,64233,23384,12226,199395,3.42,37232,2662,5627,78,943,15.3,1001,3307,6.95,1.63,1619,300,94.5,80.0,88.8
2014-09-29,Europe,6270,244453,0.318,87775,23840,29097,126064,4.87,48917,4028,11229,216,330,32.0,832,7919,6.77,0.23,1040,1306,82.8,59.6,71.2
2014-09-30,North America,9071,604697,0.379,88647,49262,32548,264783,3.22,39802,767,10434,119,303,31.3,1248,3884,3.9,2.55,676,1972,93.4,78.9,92.6
2014-10-01,Europe,8571,556553,0.319,102528,24712,31175,178955,3.29,35844,1253,8429,291,1190,33.6,1181,3625,5.23,2.51,5744,2586,67.4,79.7,85.1
2014-10-02,Asia-Pacific,4700,401122,0.288,186245,75602,51945,140799,4.62,21104,1198,5282,340,317,37.9,992,5579,2.74,2.34,3973,2274,75.8,59.4,81.2
2014-10-03,Asia-Pacific,4479,431845,0.344,94788,22434,41266,215433,3.61,53797,525,6141,64,1318,7.7,699,5276,2.59,1.71,1891,2362,69.0,61.9,65.6
2014-10-04,Latin America,2628,663443,0.303,60902,63657,17904,261189,4.75,28075,2549,6144,122,1661,14.9,1252,6862,5.22,0.81,2614,495,91.7,78.3,71.2
2014-10-05,Europe,8177,429827,0.373,94897,70820,52089,175820,3.73,37790,921,6621,222,531,39.5,1096,5307,5.89,1.99,2413,2530,82.4,71.5,60.7
2014-10-06,Asia-Pacific,6415,616829,0.296,114446,31292,34341,329879,3.32,39424,1096,8523,55,347,24.6,1200,7709,4.23,2.57,4658,1513,83.8,64.2,86.0
2014-10-07,North America,2734,555791,0.367,116010,75170,11034,393154,3.22,65456,3684,4092,79,362,27.5,566,5244,2.43,1.58,3648,2458,81.1,80.1,71.0
2014-10-08,Latin America,3870,556446,0.286,107548,28061,48603,337379,3.68,38636,303,6602,191,569,35.6,1246,7485,6.63,0.39,3988,1462,87.8,59.4,85.5
2014-10-09,North America,5905,667360,0.404,129499,29037,31132,252147,4.01,35529,3163,3606,397,1413,28.3,578,3702,6.74,2.93,2342,1271,77.8,59.5,53.7
2014-10-10,Europe,4472,533789,0.423,158551,42948,19247,360425,3.2,29748,2824,6608,182,1922,28.0,876,3345,4.25,2.09,5499,1948,90.4,55.4,64.2
2014-10-11,Europe,8073,285268,0.275,103770,19955,11658,388113,4.19,53151,1986,15015,319,588,6.0,434,5688,2.01,2.95,5753,2427,61.5,81.2,54.0
2014-10-12,Europe,2106,524874,0.358,88889,27574,12219,367272,3.77,30028,1601,12148,218,1404,21.3,466,6006,6.45,0.72,956,1182,88.0,92.3,76.6
2014-10-13,Latin America,7918,277177,0.266,169201,75296,24442,135635,3.86,48409,3651,7331,232,469,27.6,1148,6278,2.49,0.77,4462,563,60.6,55.8,82.6
2014-10-14,Asia-Pacific,2310,644403,0.388,187784,49717,30069,324612,3.64,26237,1947,8884,352,1195,32.7,632,5895,3.56,0.48,3803,2896,71.6,71.1,85.3
2014-10-15,Latin America,8057,321051,0.311,123334,59843,46067,219144,4.1,45331,3673,4213,105,1995,17.7,753,3708,3.73,0.79,5157,678,75.8,62.0,66.7
2014-10-16,North America,6242,249842,0.371,161007,64637,43460,192654,3.59,25068,2392,12288,129,923,6.7,866,4194,3.84,0.5,1036,970,79.4,80.8,56.2
2014-10-17,Latin America,8310,335389,0.369,72998,31224,50117,125815,3.43,52323,760,6586,45,398,15.9,924,3260,6.32,0.96,5501,474,91.6,72.9,93.6
2014-10-18,North America,4730,578896,0.463,190418,76356,27961,313957,4.71,50449,2461,14366,43,1182,18.3,1118,4989,2.55,1.83,5458,977,91.5,78.6,58.5
2014-10-19,Latin America,6848,611420,0.376,65829,57823,18369,370675,3.86,39086,3121,9421,399,982,30.5,1182,6849,6.52,2.5,3458,1163,88.7,88.6,64.5
2014-10-20,Asia-Pacific,7736,580820,0.384,149836,71333,29388,206023,3.33,56020,1796,10931,351,996,2.8,686,4909,5.39,0.47,3225,3071,94.4,77.8,63.7
2014-10-21,North America,8114,539935,0.342,151737,92095,12699,386074,3.59,40261,2385,5322,298,1801,16.7,521,6235,4.44,0.64,1328,577,70.4,76.4,84.6
2014-10-22,Europe,5002,358882,0.468,181084,35272,48520,379484,3.73,21127,917,6761,64,442,19.0,1253,4261,6.23,1.01,2926,2539,85.9,60.7,87.6
2014-10-23,Europe,5306,388167,0.429,144843,52630,13169,149063,4.51,45770,2002,7245,32,605,22.9,798,3674,8.11,1.16,4638,1865,62.2,73.5,62.8
2014-10-24,Latin America,4779,471705,0.316,160513,71466,21514,382233,3.24,53174,1847,13232,390,671,38.9,1047,6773,5.81,2.69,5256,2758,71.2,80.1,62.7
2014-10-25,Europe,8353,262163,0.444,78863,31111,25616,127104,4.01,56076,3231,12286,262,1906,30.1,762,4326,3.09,0.83,2393,1497,71.3,83.3,81.0
2014-10-26,North America,5421,543001,0.349,177001,30948,45552,296317,3.89,31286,3646,7334,53,874,10.5,793,3418,5.9,0.56,5060,1450,69.1,58.3,88.7
2014-10-27,Europe,3013,505739,0.441,190380,32477,15615,327517,4.85,37689,2649,10636,109,881,26.1,868,4263,5.18,2.65,1721,2089,94.2,82.4,56.8
2014-10-28,Asia-Pacific,3202,635074,0.439,145664,66819,16074,275394,3.51,49521,1843,5096,37,692,15.2,1062,3196,8.58,2.67,5323,746,93.1,62.8,94.3
2014-10-29,Asia-Pacific,3396,447622,0.293,187428,92135,24663,180282,4.27,54821,1971,11659,73,1976,32.8,761,4290,6.15,2.4,1207,2204,73.8,81.4,80.7
2014-10-30,Latin America,8822,327422,0.411,90578,53727,26247,202932,3.54,46476,2416,12134,313,1427,8.5,736,4074,2.25,1.27,562,1030,73.0,66.2,63.6
2014-10-31,North America,8610,582340,0.317,91301,24975,43670,200250,4.13,35717,3740,10755,324,1469,7.5,413,6437,2.85,2.76,5507,2198,77.1,78.6,84.4
2014-11-01,Asia-Pacific,2790,497686,0.318,144722,54259,52198,203943,4.14,63515,1991,6496,324,1998,5.9,924,3237,5.73,1.43,5532,2128,75.0,61.2,52.1
2014-11-02,Asia-Pacific,3626,400609,0.318,169858,24069,28707,272340,3.33,58987,1837,14643,308,300,22.7,1067,6407,7.57,2.42,2650,518,70.6,93.4,91.0
2014-11-03,North America,8581,483167,0.417,110069,93171,44923,410373,3.98,44082,2988,10622,180,1027,6.7,781,3945,2.67,1.42,1871,1992,69.2,83.0,71.5
2014-11-04,Europe,5697,483572,0.303,103385,79870,13504,234966,3.98,53534,2312,5937,150,1448,3.6,975,3706,5.96,1.55,3268,1183,92.6,65.2,59.6
2014-11-05,Europe,6937,370820,0.25,126790,62564,30804,333373,3.74,59844,2668,4805,81,669,14.6,495,4088,5.17,2.61,2473,1654,67.0,88.3,80.4
2014-11-06,Latin America,7291,480660,0.415,178128,69951,27702,168288,3.67,50616,4155,7948,52,1359,32.3,556,3011,4.54,0.2,6066,1267,73.9,93.3,54.2
2014-11-07,Europe,4080,419417,0.289,61772,53293,48890,294355,3.58,65096,1496,6194,249,541,7.9,942,5986,2.57,0.97,734,540,84.2,76.7,71.4
2014-11-08,North America,7380,691681,0.274,188122,43325,17004,224332,3.21,41079,3581,11667,278,1277,15.6,592,5949,8.16,2.0,2699,2934,94.1,69.0,92.3
2014-11-09,Asia-Pacific,2375,632803,0.305,109439,85051,23982,272106,3.2,54211,3319,4412,228,1262,18.6,834,3166,7.34,2.78,1208,736,84.8,62.6,78.7
2014-11-10,Europe,8584,414384,0.337,86941,88449,40507,237889,4.2,28774,479,5639,148,789,35.3,868,4765,8.45,0.24,2855,2212,79.0,79.7,54.3
2014-11-11,Latin America,4020,242602,0.359,112236,20872,46410,387183,3.7,36406,1596,12797,209,1064,20.1,1222,6668,3.17,1.5,2326,2650,76.2,65.0,89.4
2014-11-12,Europe,5568,733626,0.26,185005,82078,42426,153608,3.49,47443,1676,10273,371,1488,21.5,921,6163,6.01,1.65,1702,1494,82.6,90.5,87.3
2014-11-13,North America,3982,529108,0.473,86817,28005,14745,231343,4.36,29919,926,9641,163,1267,11.7,1115,7063,2.13,3.0,4806,2479,84.0,65.9,83.3
2014-11-14,Latin America,4984,340583,0.415,173524,88684,39817,400070,4.1,21431,3935,9121,359,421,27.4,1166,5714,3.24,2.15,4945,2722,94.8,59.2,57.4
2014-11-15,Europe,3634,516006,0.324,181674,69617,28071,238859,4.76,41290,1659,7289,223,893,3.0,874,4840,7.52,0.55,4490,365,72.2,94.6,77.8
2014-11-16,Latin America,5517,300840,0.323,114238,51323,45145,303944,4.61,61096,1407,10366,59,1296,38.6,767,7976,4.01,1.75,3305,1644,67.4,70.5,85.3
2014-11-17,North America,5704,542730,0.353,149402,31516,42867,270219,4.44,34972,3342,5645,58,1399,20.9,1107,7191,3.38,0.63,1518,1890,74.9,81.2,82.1
2014-11-18,Asia-Pacific,5925,247173,0.394,174959,30095,45678,395707,3.42,58033,2478,13748,368,632,4.3,1129,5861,5.8,2.23,5462,999,68.6,65.6,65.0
2014-11-19,North America,5560,325577,0.284,166415,93428,27656,186588,4.33,28030,3278,7697,355,1209,23.2,1143,7321,6.59,1.22,5891,2124,61.6,65.0,92.7
2014-11-20,North America,8763,550950,0.293,80705,80020,33307,398329,4.38,23230,1633,6658,253,1013,21.5,1211,6571,6.27,2.05,3105,902,93.9,72.2,59.0
2014-11-21,North America,7466,246379,0.448,194705,30493,47265,406066,4.5,49501,1425,3755,356,385,11.1,905,7748,2.69,2.7,5884,1536,62.1,88.9,69.7
2014-11-22,North America,2180,578881,0.309,97481,49759,11577,255190,3.65,41172,2995,8491,351,1076,9.9,1057,3692,8.51,2.42,823,2263,76.9,77.5,68.5
2014-11-23,Asia-Pacific,5749,363479,0.337,106651,37072,18058,178042,4.29,34660,964,6873,278,1795,12.3,1199,7037,3.24,2.43,2977,1651,76.7,76.0,90.3
2014-11-24,Asia-Pacific,4756,692713,0.45,130330,59595,34814,197349,4.25,42881,2174,7527,272,669,6.9,1126,4129,8.48,0.99,3248,967,66.5,70.4,59.4
2014-11-25,Latin America,6817,567129,0.403,126444,58785,47710,342139,3.86,33577,3143,13228,253,636,22.2,511,7985,5.39,1.85,1127,2807,80.2,64.9,84.7
2014-11-26,Europe,5303,522460,0.329,152132,71036,15578,220642,4.33,52011,3343,9326,180,880,35.4,368,7061,2.72,0.73,3660,795,88.9,85.4,73.9
2014-11-27,Asia-Pacific,3429,735472,0.407,140105,38743,47349,117455,3.35,25269,3209,5985,51,1229,37.1,1115,4100,3.04,0.82,5113,909,90.7,55.6,77.4
2014-11-28,Asia-Pacific,5083,563398,0.255,61727,58783,18095,119492,4.29,59941,860,12201,22,1941,38.2,1204,5097,5.02,2.18,5688,2579,72.8,92.5,50.8
2014-11-29,Europe,2361,350627,0.419,165425,27534,28316,264711,4.23,43812,2509,12552,277,1388,24.8,528,7748,8.99,1.34,5162,2924,66.8,85.8,80.4
2014-11-30,Asia-Pacific,4068,367769,0.362,90913,79790,21330,153591,3.56,49839,1060,7947,213,1862,25.6,883,7787,8.2,2.69,5998,1054,77.7,67.8,60.1
2014-12-01,North America,5116,497705,0.437,176169,40600,45458,264923,4.59,40783,719,9384,303,1235,13.8,730,6062,8.86,1.56,1630,1501,64.3,88.5,70.4
2014-12-02,North America,5658,728257,0.47,195917,51499,27919,393930,4.69,34860,542,4838,268,691,35.6,667,6546,5.18,0.39,5004,2644,89.8,68.6,71.4
